order_id,user_id,skill_name,correct
1,ny_thay_nam,quy_dong_mau_so,1
2,ny_thay_nam,tim_gia_tri_phan_so_cua_mot_so,1
3,ny_thay_nam,tru_cung_mau_so,1
4,ny_thay_nam,cong_cung_mau_so,1
5,ny_thay_nam,phep_nhan_phan_so,1
6,ny_thay_nam,cong_khac_mau_so,1
7,ny_thay_nam,tru_khac_mau_so,1
8,ny_thay_nam,hon_so,1
9,ny_thay_nam,so_sanh_cung_mau,1
10,ny_thay_nam,phep_chia_phan_so,1
11,ny_thay_nam,rut_gon_phan_so,1
12,ny_thay_nam,bai_toan_thuc_te,1
