order_id,user_id,skill_name,correct
1,hoa,phep_nhan_phan_so,1
2,hoa,so_sanh_khac_mau,0
3,hoa,so_sanh_khac_mau,0
4,hoa,so_sanh_khac_mau,0
5,hoa,so_sanh_khac_mau,0
